iter	Passed	Remaining
1661	95659	192124
1662	95740	192113
1663	95802	192064
1664	95865	192017
1665	95924	191963
1666	95995	191933
1667	96062	191893
1668	96130	191857
1669	96191	191807
1670	96246	191744
1671	96302	191683
1672	96362	191630
1673	96423	191579
1674	96486	191532
1675	96543	191475
1676	96601	191417
1677	96765	191569
1678	96829	191524
1679	96885	191464
1680	96946	191413
1681	97002	191351
1682	97065	191305
1683	97129	191259
1684	97187	191202
1685	97243	191141
1686	97302	191086
1687	97365	191038
1688	97422	190980
1689	97480	190922
1690	97538	190865
1691	97595	190808
1692	97653	190750
1693	97709	190689
1694	97781	190659
1695	97853	190629
1696	97912	190574
1697	97966	190509
1698	98021	190446
1699	98078	190387
1700	98159	190375
1701	98227	190337
1702	98285	190280
1703	98347	190231
1704	98407	190177
1705	98469	190128
1706	98523	190063
1707	98580	190003
1708	98635	189940
1709	98691	189880
1710	98759	189841
1711	98817	189785
1712	98875	189727
1713	98929	189663
1714	98984	189600
1715	99062	189581
1716	99121	189525
1717	99177	189464
1718	99235	189406
1719	99298	189360
1720	99356	189303
1721	99420	189257
1722	99717	189654
1723	99803	189650
1724	99862	189593
1725	99920	189535
1726	99976	189474
1727	100033	189414
1728	100089	189352
1729	100148	189297
1730	100203	189234
1731	100264	189182
1732	100320	189121
1733	100379	189065
1734	100437	189007
1735	100502	188962
1736	100562	188910
1737	100622	188855
1738	100677	188791
1739	100737	188738
1740	100790	188671
1741	100847	188611
1742	100908	188559
1743	100967	188502
1744	101028	188450
1745	101089	188398
1746	101149	188344
1747	101206	188286
1748	101259	188218
1749	101317	188161
1750	101373	188099
1751	101432	188043
1752	101489	187984
1753	101567	187962
1754	101622	187900
1755	101679	187840
1756	101757	187820
1757	101812	187757
1758	101873	187704
1759	101932	187648
1760	102001	187610
1761	102067	187568
1762	102122	187503
1763	102177	187440
1764	102236	187385
1765	102299	187336
1766	102360	187284
1767	102415	187220
1768	102475	187166
1769	102533	187108
1770	102598	187063
1771	102654	187002
1772	102739	186994
1773	102797	186936
1774	102851	186871
1775	102905	186805
1776	102960	186743
1777	103020	186688
1778	103082	186638
1779	103142	186582
1780	103198	186522
1781	103251	186455
1782	103307	186393
1783	103373	186349
1784	103434	186298
1785	103493	186242
1786	103549	186180
1787	103610	186127
1788	103668	186069
1789	103722	186004
1790	103777	185942
1791	103841	185894
1792	103898	185834
1793	103950	185765
1794	104005	185703
1795	104058	185636
1796	104114	185575
1797	104182	185534
1798	104248	185491
1799	104332	185480
1800	104393	185427
1801	104448	185364
1802	104504	185302
1803	104563	185246
1804	104619	185184
1805	104692	185154
1806	104777	185143
1807	104832	185081
1808	104892	185026
1809	104949	184966
1810	105008	184909
1811	105068	184856
1812	105122	184790
1813	105175	184724
1814	105232	184663
1815	105286	184599
1816	105341	184535
1817	105396	184472
1818	105450	184408
1819	105506	184346
1820	105561	184283
1821	105622	184230
1822	105681	184174
1823	105847	184305
1824	105911	184256
1825	105969	184198
1826	106021	184130
1827	106077	184068
1828	106130	184001
1829	106181	183931
1830	106234	183864
1831	106289	183802
1832	106344	183738
1833	106404	183683
1834	106458	183619
1835	106517	183562
1836	106571	183497
1837	106624	183430
1838	106681	183370
1839	106733	183302
1840	106785	183234
1841	106840	183171
1842	106897	183112
1843	106955	183054
1844	107011	182992
1845	107089	182969
1846	107143	182904
1847	107196	182837
1848	107265	182797
1849	107325	182742
1850	107378	182676
1851	107441	182627
1852	107521	182606
1853	107576	182543
1854	107634	182485
1855	107692	182426
1856	107746	182363
1857	107804	182303
1858	107873	182265
1859	107932	182208
1860	107996	182160
1861	108061	182114
1862	108123	182062
1863	108181	182004
1864	108243	181952
1865	108328	181941
1866	108384	181879
1867	108443	181822
1868	108500	181762
1869	108556	181700
1870	108617	181647
1871	108679	181597
1872	108733	181532
1873	108789	181471
1874	108842	181403
1875	108907	181357
1876	108968	181303
1877	109028	181249
1878	109083	181185
1879	109140	181127
1880	109205	181079
1881	109263	181022
1882	109322	180964
1883	109373	180895
1884	109427	180831
1885	109489	180779
1886	109559	180740
1887	109613	180675
1888	109668	180613
1889	109723	180550
1890	109780	180490
1891	109838	180431
1892	109912	180400
1893	109972	180345
1894	110032	180290
1895	110088	180229
1896	110144	180168
1897	110202	180109
1898	110261	180052
1899	110322	179999
1900	110384	179948
1901	110441	179889
1902	110498	179829
1903	110560	179777
1904	110621	179723
1905	110681	179668
1906	110740	179611
1907	110799	179555
1908	110855	179494
1909	110912	179433
1910	110966	179369
1911	111022	179308
1912	111085	179257
1913	111140	179195
1914	111196	179133
1915	111252	179073
1916	111314	179021
1917	111368	178956
1918	111427	178899
1919	111494	178855
1920	111568	178823
1921	111628	178768
1922	111727	178775
1923	111854	178827
1924	111914	178772
1925	111975	178719
1926	112031	178656
1927	112090	178600
1928	112147	178540
1929	112201	178475
1930	112254	178409
1931	112307	178343
1932	112359	178276
1933	112416	178215
1934	112471	178152
1935	112527	178090
1936	112578	178021
1937	112635	177961
1938	112688	177895
1939	112739	177825
1940	112794	177763
1941	112849	177699
1942	112901	177632
1943	112957	177570
1944	113012	177507
1945	113066	177443
1946	113121	177380
1947	113175	177316
1948	113231	177255
1949	113286	177191
1950	113348	177139
1951	113405	177079
1952	113457	177012
1953	113518	176959
1954	113572	176894
1955	113623	176824
1956	113676	176759
1957	113726	176688
1958	113780	176624
1959	113832	176556
1960	113885	176490
1961	113943	176431
1962	113997	176368
1963	114050	176301
1964	114105	176238
1965	114157	176171
1966	114208	176103
1967	114268	176048
1968	114323	175985
1969	114376	175918
1970	114432	175858
1971	114487	175794
1972	114548	175741
1973	114608	175686
1974	114663	175624
1975	114722	175567
1976	114783	175513
1977	114838	175450
1978	114894	175389
1979	114947	175323
1980	115004	175263
1981	115058	175200
1982	115119	175146
1983	115169	175075
1984	115223	175012
1985	115279	174950
1986	115338	174894
1987	115390	174827
1988	115441	174758
1989	115503	174705
1990	115556	174641
1991	115612	174579
1992	115668	174518
1993	115722	174454
1994	115778	174393
1995	115833	174331
1996	115893	174275
1997	115953	174220
1998	116009	174158
1999	116060	174091
2000	116121	174037
2001	116173	173970
2002	116232	173912
2003	116286	173849
2004	116342	173788
2005	116418	173757
2006	116499	173733
2007	116567	173689
2008	116656	173678
2009	116804	173753
2010	116866	173701
2011	116950	173681
2012	117030	173656
2013	117106	173624
2014	117183	173594
2015	117331	173669
2016	117492	173762
2017	117637	173832
2018	117697	173777
2019	117752	173713
2020	117808	173652
2021	117867	173594
2022	117929	173542
2023	118016	173525
2024	118073	173465
2025	118133	173409
2026	118192	173352
2027	118247	173289
2028	118302	173226
2029	118359	173165
2030	118412	173100
2031	118468	173038
2032	118520	172971
2033	118575	172908
2034	118634	172850
2035	118701	172805
2036	118763	172751
2037	118821	172693
2038	118877	172631
2039	118939	172578
2040	119003	172529
2041	119067	172479
2042	119126	172421
2043	119184	172362
2044	119242	172303
2045	119300	172244
2046	119358	172186
2047	119411	172120
2048	119476	172072
2049	119537	172017
2050	119590	171951
2051	119650	171895
2052	119712	171841
2053	119767	171779
2054	119823	171718
2055	119903	171690
2056	119986	171667
2057	120052	171620
2058	120107	171557
2059	120164	171497
2060	120222	171438
2061	120285	171385
2062	120347	171332
2063	120412	171284
2064	120475	171232
2065	120531	171171
2066	120588	171111
2067	120648	171054
2068	120702	170990
2069	120758	170929
2070	120813	170866
2071	120868	170802
2072	120923	170740
2073	120982	170682
2074	121039	170622
2075	121099	170565
2076	121157	170507
2077	121218	170451
2078	121278	170397
2079	121331	170331
2080	121391	170274
2081	121451	170218
2082	121510	170160
2083	121575	170112
2084	121648	170074
2085	121715	170027
2086	121773	169969
2087	121831	169910
2088	121894	169858
2089	121946	169791
2090	122005	169734
2091	122064	169676
2092	122121	169616
2093	122179	169557
2094	122239	169500
2095	122300	169446
2096	122537	169636
2097	122608	169595
2098	122791	169708
2099	122868	169675
2100	122932	169625
2101	122994	169571
2102	123055	169516
2103	123118	169463
2104	123177	169405
2105	123363	169522
2106	123446	169497
2107	123648	169635
2108	123714	169586
2109	123770	169523
2110	123829	169466
2111	123921	169453
2112	123983	169398
2113	124038	169335
2114	124094	169272
2115	124148	169208
2116	124211	169155
2117	124271	169098
2118	124325	169033
2119	124381	168971
2120	124435	168906
2121	124492	168844
2122	124551	168787
2123	124609	168727
2124	124666	168665
2125	124718	168598
2126	124779	168543
2127	124835	168480
2128	124916	168452
2129	124974	168393
2130	125038	168341
2131	125104	168293
2132	125161	168231
2133	125213	168164
2134	125267	168099
2135	125323	168036
2136	125380	167976
2137	125435	167912
2138	125494	167853
2139	125550	167791
2140	125612	167736
2141	125671	167679
2142	125735	167627
2143	125792	167566
2144	125846	167501
2145	125896	167432
2146	125954	167371
2147	126010	167310
2148	126064	167245
2149	126122	167185
2150	126176	167121
2151	126234	167061
2152	126288	166996
2153	126348	166939
2154	126402	166874
2155	126461	166816
2156	126519	166756
2157	126572	166691
2158	126632	166634
2159	126688	166571
2160	126742	166506
2161	126801	166448
2162	126859	166388
2163	126920	166333
2164	126978	166274
2165	127033	166210
2166	127092	166153
2167	127156	166100
2168	127217	166045
2169	127275	165986
2170	127328	165920
2171	127379	165850
2172	127431	165784
2173	127487	165722
2174	127543	165659
2175	127601	165600
2176	127685	165574
2177	127782	165565
2178	127844	165510
2179	127904	165454
2180	127958	165389
2181	128015	165328
2182	128066	165260
2183	128118	165193
2184	128176	165133
2185	128230	165068
2186	128294	165017
2187	128360	164968
2188	128444	164941
2189	128558	164953
2190	128678	164973
2191	128752	164934
2192	128811	164875
2193	128866	164812
2194	128922	164750
2195	128980	164691
2196	129031	164622
2197	129092	164565
2198	129143	164497
2199	129205	164443
2200	129260	164379
2201	129326	164330
2202	129423	164319
2203	129506	164292
2204	129568	164237
2205	129624	164174
2206	129678	164110
2207	129736	164050
2208	129797	163994
2209	129855	163934
2210	129914	163876
2211	129972	163817
2212	130033	163761
2213	130095	163706
2214	130158	163652
2215	130220	163598
2216	130278	163538
2217	130340	163484
2218	130397	163423
2219	130450	163356
2220	130504	163291
2221	130661	163356
2222	130719	163296
2223	130772	163230
2224	130826	163165
2225	130881	163102
2226	130946	163050
2227	131002	162989
2228	131064	162934
2229	131125	162878
2230	131216	162859
2231	131303	162834
2232	131381	162800
2233	131526	162847
2234	131592	162797
2235	131649	162736
2236	131711	162681
2237	131768	162620
2238	131830	162565
2239	131886	162503
2240	131947	162446
2241	132014	162397
2242	132090	162360
2243	132161	162316
2244	132237	162278
2245	132328	162258
2246	132420	162240
2247	132585	162310
2248	132665	162277
2249	132722	162216
2250	132781	162157
2251	132981	162270
2252	133043	162215
2253	133106	162161
2254	133168	162105
2255	133260	162085
2256	133362	162079
2257	133439	162041
2258	133502	161987
2259	133562	161929
2260	133614	161862
2261	133672	161801
2262	133730	161740
2263	133821	161721
2264	133906	161692
2265	133982	161654
2266	134068	161627
2267	134161	161608
2268	134230	161561
2269	134292	161505
2270	134352	161448
2271	134414	161392
2272	134469	161327
2273	134519	161257
2274	134573	161192
2275	134638	161140
2276	134701	161085
2277	134752	161016
2278	134808	160954
2279	134865	160892
2280	134922	160829
2281	134972	160760
2282	135030	160699
2283	135112	160668
2284	135187	160627
2285	135249	160572
2286	135303	160506
2287	135361	160446
2288	135416	160381
2289	135473	160319
2290	135530	160258
2291	135584	160192
2292	135655	160147
2293	135714	160088
2294	135771	160027
2295	135835	159973
2296	135923	159948
2297	136002	159912
2298	136071	159864
2299	136129	159803
2300	136183	159738
2301	136238	159675
2302	136295	159612
2303	136348	159547
2304	136410	159491
2305	136473	159435
2306	136531	159375
2307	136805	159566
2308	136903	159552
2309	137020	159560
2310	137091	159514
2311	137150	159454
2312	137214	159401
2313	137279	159348
2314	137354	159306
2315	137424	159260
2316	137491	159210
2317	137563	159165
2318	137765	159270
2319	137831	159218
2320	137894	159163
2321	138060	159227
2322	138154	159207
2323	138226	159163
2324	138289	159106
2325	138346	159045
2326	138405	158984
2327	138461	158920
2328	138520	158861
2329	138580	158802
2330	138636	158739
2331	138689	158671
2332	138748	158611
2333	138804	158549
2334	138871	158497
2335	138929	158436
2336	138985	158373
2337	139045	158314
2338	139103	158253
2339	139162	158193
2340	139241	158155
2341	139306	158102
2342	139362	158039
2343	139419	157977
2344	139471	157909
2345	139531	157850
2346	139587	157787
2347	139641	157721
2348	139698	157658
2349	139751	157592
2350	139809	157530
2351	139872	157475
2352	139933	157418
2353	140003	157370
2354	140059	157306
2355	140114	157242
2356	140171	157179
2357	140227	157116
2358	140281	157050
2359	140340	156990
2360	140397	156929
2361	140469	156883
2362	140528	156823
2363	140589	156765
2364	140645	156702
2365	140704	156642
2366	140761	156579
2367	140821	156521
2368	140876	156456
2369	140934	156395
2370	140991	156333
2371	141050	156272
2372	141112	156217
2373	141169	156154
2374	141229	156095
2375	141289	156037
2376	141349	155978
2377	141408	155917
2378	141464	155854
2379	141523	155795
2380	141580	155732
2381	141638	155671
2382	141696	155610
2383	141754	155549
2384	141809	155485
2385	141866	155423
2386	141927	155364
2387	141981	155299
2388	142037	155236
2389	142093	155173
2390	142152	155113
2391	142213	155055
2392	142269	154992
2393	142325	154928
2394	142383	154868
2395	142434	154799
2396	142503	154749
2397	142568	154696
2398	142632	154642
2399	142691	154582
2400	142754	154526
2401	142809	154462
2402	142867	154401
2403	142925	154340
2404	142980	154276
2405	143038	154215
2406	143092	154150
2407	143144	154082
2408	143201	154020
2409	143261	153961
2410	143315	153895
2411	143370	153832
2412	143431	153773
2413	143485	153708
2414	143543	153647
2415	143676	153667
2416	143738	153610
2417	143795	153548
2418	143850	153484
2419	143905	153419
2420	143959	153355
2421	144017	153293
2422	144163	153326
2423	144218	153261
2424	144272	153196
2425	144331	153136
2426	144388	153073
2427	144441	153008
2428	144498	152945
2429	144557	152885
2430	144612	152821
2431	144663	152752
2432	144718	152689
2433	144776	152628
2434	144831	152563
2435	144887	152500
2436	144937	152430
2437	144995	152370
2438	145047	152302
2439	145099	152235
2440	145152	152169
2441	145206	152104
2442	145261	152039
2443	145315	151974
2444	145368	151908
2445	145418	151839
2446	145470	151771
2447	145518	151700
2448	145568	151631
2449	145624	151568
2450	145676	151501
2451	145731	151436
2452	145785	151371
2453	145841	151309
2454	145892	151240
2455	145940	151169
2456	145991	151101
2457	146047	151038
2458	146101	150973
2459	146155	150908
2460	146206	150840
2461	146255	150770
2462	146305	150701
2463	146360	150636
2464	146409	150566
2465	146466	150504
2466	146521	150441
2467	146578	150379
2468	146634	150316
2469	146686	150249
2470	146746	150191
2471	146796	150121
2472	146852	150058
2473	146908	149996
2474	146965	149934
2475	147019	149869
2476	147072	149803
2477	147126	149738
2478	147182	149676
2479	147236	149611
2480	147291	149547
2481	147346	149483
2482	147395	149413
2483	147452	149351
2484	147502	149283
2485	147562	149224
2486	147614	149158
2487	147670	149094
2488	147725	149031
2489	147785	148972
2490	147842	148910
2491	147893	148842
2492	147946	148777
2493	148002	148714
2494	148057	148651
2495	148111	148586
2496	148165	148521
2497	148219	148457
2498	148272	148391
2499	148323	148323
2500	148373	148254
2501	148431	148194
2502	148490	148134
2503	148545	148070
2504	148599	148005
2505	148657	147945
2506	148707	147877
2507	148754	147805
2508	148808	147740
2509	148857	147671
2510	148912	147607
2511	148970	147546
2512	149020	147478
2513	149071	147411
2514	149141	147362
2515	149198	147301
2516	149249	147233
2517	149307	147172
2518	149362	147109
2519	149414	147043
2520	149465	146975
2521	149520	146911
2522	149569	146842
2523	149626	146780
2524	149768	146802
2525	149826	146742
2526	149881	146678
2527	149936	146615
2528	149992	146552
2529	150046	146488
2530	150101	146424
2531	150152	146357
2532	150211	146297
2533	150263	146231
2534	150320	146169
2535	150372	146103
2536	150423	146036
2537	150474	145968
2538	150531	145906
2539	150586	145843
2540	150643	145782
2541	150701	145721
2542	150751	145653
2543	150806	145590
2544	150864	145529
2545	150922	145468
2546	150974	145403
2547	151024	145334
2548	151076	145268
2549	151131	145204
2550	151187	145142
2551	151237	145074
2552	151292	145010
2553	151347	144947
2554	151399	144881
2555	151458	144821
2556	151508	144753
2557	151560	144687
2558	151609	144618
2559	151664	144555
2560	151720	144492
2561	151775	144429
2562	151824	144360
2563	151878	144296
2564	151933	144233
2565	151990	144171
2566	152040	144104
2567	152092	144037
2568	152140	143967
2569	152191	143901
2570	152246	143837
2571	152297	143770
2572	152354	143709
2573	152403	143640
2574	152458	143577
2575	152512	143513
2576	152567	143450
2577	152624	143388
2578	152678	143324
2579	152731	143259
2580	152781	143192
2581	152832	143125
2582	152885	143060
2583	152934	142991
2584	152989	142927
2585	153041	142862
2586	153093	142796
2587	153149	142734
2588	153202	142669
2589	153253	142602
2590	153305	142537
2591	153360	142473
2592	153413	142408
2593	153463	142341
2594	153519	142278
2595	153575	142217
2596	153625	142149
2597	153679	142085
2598	153734	142022
2599	153785	141955
2600	153837	141890
2601	153898	141832
2602	153954	141770
2603	154019	141717
2604	154078	141657
2605	154135	141596
2606	154195	141537
2607	154247	141472
2608	154300	141407
2609	154354	141344
2610	154410	141281
2611	154460	141214
2612	154515	141151
2613	154568	141086
2614	154622	141022
2615	154672	140955
2616	154730	140894
2617	154777	140825
2618	154835	140765
2619	154893	140704
2620	154954	140647
2621	155007	140582
2622	155067	140524
2623	155125	140463
2624	155336	140542
2625	155396	140483
2626	155447	140417
2627	155509	140361
2628	155566	140299
2629	155628	140243
2630	155691	140187
2631	155746	140124
2632	155804	140064
2633	155856	139998
2634	155911	139935
2635	155965	139871
2636	156022	139810
2637	156081	139751
2638	156134	139687
2639	156190	139624
2640	156254	139570
2641	156311	139509
2642	156366	139445
2643	156420	139382
2644	156472	139316
2645	156525	139251
2646	156575	139185
2647	156636	139127
2648	156691	139064
2649	156753	139007
2650	156806	138943
2651	156871	138889
2652	156924	138825
2653	156983	138765
2654	157037	138702
2655	157097	138643
2656	157152	138580
2657	157213	138523
2658	157271	138463
2659	157327	138400
2660	157377	138333
2661	157432	138271
2662	157496	138215
2663	157555	138156
2664	157609	138093
2665	157670	138035
2666	157730	137977
2667	157789	137918
2668	157851	137861
2669	157904	137796
2670	157962	137736
2671	158036	137690
2672	158093	137629
2673	158160	137576
2674	158216	137515
2675	158270	137451
2676	158334	137396
2677	158391	137335
2678	158453	137278
2679	158510	137217
2680	158566	137156
2681	158624	137096
2682	158680	137034
2683	158731	136967
2684	158789	136907
2685	158852	136851
2686	158913	136794
2687	158969	136732
2688	159032	136676
2689	159085	136612
2690	159139	136549
2691	159193	136485
2692	159249	136423
2693	159305	136361
2694	159362	136301
2695	159419	136239
2696	159469	136172
2697	159526	136111
2698	159582	136049
2699	159645	135993
2700	159699	135930
2701	159753	135867
2702	159811	135807
2703	159865	135744
2704	159928	135687
2705	159986	135628
2706	160049	135571
2707	160106	135511
2708	160162	135449
2709	160212	135382
2710	160268	135320
2711	160327	135261
2712	160386	135202
2713	160448	135145
2714	160501	135081
2715	160559	135021
2716	160611	134956
2717	160665	134893
2718	160726	134834
2719	160784	134775
2720	160849	134720
2721	161062	134790
2722	161157	134761
2723	161358	134820
2724	161426	134768
2725	161482	134707
2726	161540	134647
2727	161598	134586
2728	161655	134525
2729	161708	134461
2730	161767	134401
2731	161827	134343
2732	161887	134284
2733	161951	134229
2734	162012	134171
2735	162070	134110
2736	162129	134051
2737	162181	133986
2738	162240	133926
2739	162299	133867
2740	162357	133807
2741	162420	133751
2742	162478	133690
2743	162532	133627
2744	162587	133564
2745	162648	133507
2746	162703	133443
2747	162760	133383
2748	162818	133323
2749	162877	133263
2750	162936	133204
2751	162997	133146
2752	163059	133089
2753	163124	133034
2754	163184	132976
2755	163245	132918
2756	163306	132860
2757	163368	132803
2758	163429	132745
2759	163487	132685
2760	163545	132625
2761	163603	132565
2762	163657	132501
2763	163716	132442
2764	163775	132382
2765	163830	132319
2766	163889	132260
2767	163948	132200
2768	164007	132141
2769	164062	132079
2770	164123	132021
2771	164180	131960
2772	164234	131897
2773	164291	131835
2774	164349	131775
2775	164403	131712
2776	164461	131651
2777	164519	131591
2778	164603	131552
2779	164663	131493
2780	164727	131438
2781	164786	131379
2782	164845	131319
2783	164899	131256
2784	164955	131194
2785	165012	131133
2786	165072	131074
2787	165128	131012
2788	165184	130951
2789	165234	130884
2790	165288	130821
2791	165347	130761
2792	165404	130700
2793	165460	130638
2794	165516	130577
2795	165574	130517
2796	165625	130451
2797	165680	130388
2798	165737	130327
2799	165797	130269
2800	165852	130207
2801	165910	130146
2802	165970	130088
2803	166030	130029
2804	166084	129966
2805	166147	129909
2806	166203	129848
2807	166252	129781
2808	166308	129719
2809	166363	129656
2810	166421	129596
2811	166471	129530
2812	166525	129467
2813	166580	129404
2814	166635	129342
2815	166693	129282
2816	166752	129222
2817	166810	129162
2818	166871	129105
2819	166927	129043
2820	166981	128979
2821	167040	128920
2822	167199	128938
2823	167264	128883
2824	167326	128826
2825	167385	128767
2826	167439	128704
2827	167497	128643
2828	167553	128581
2829	167605	128517
2830	167662	128456
2831	167715	128392
2832	167769	128329
2833	167823	128265
2834	167883	128207
2835	167935	128142
2836	167982	128074
2837	168036	128010
2838	168090	127947
2839	168144	127884
2840	168197	127820
2841	168251	127757
2842	168310	127697
2843	168359	127631
2844	168413	127567
2845	168464	127502
2846	168518	127439
2847	168570	127375
2848	168626	127313
2849	168677	127247
2850	168730	127183
2851	168787	127123
2852	168844	127062
2853	168907	127006
2854	168967	126947
2855	169027	126888
2856	169082	126826
2857	169140	126766
2858	169196	126705
2859	169251	126642
2860	169328	126597
2861	169385	126535
2862	169438	126472
2863	169487	126405
2864	169539	126340
2865	169596	126280
2866	169654	126220
2867	169708	126156
2868	169763	126094
2869	169817	126031
2870	169872	125969
2871	169922	125903
2872	169979	125842
2873	170035	125781
2874	170086	125716
2875	170151	125661
2876	170210	125601
2877	170269	125542
2878	170325	125481
2879	170380	125419
2880	170437	125358
2881	170493	125296
2882	170548	125234
2883	170601	125170
2884	170657	125109
2885	170714	125048
2886	170770	124986
2887	170828	124927
2888	170887	124868
2889	170941	124805
2890	170996	124743
2891	171053	124682
2892	171121	124629
2893	171210	124592
2894	171315	124566
2895	171382	124513
2896	171444	124455
2897	171497	124392
2898	171556	124332
2899	171615	124273
2900	171667	124208
2901	171721	124145
2902	171771	124080
2903	171821	124014
2904	171875	123951
2905	171931	123890
2906	171986	123827
2907	172035	123761
2908	172086	123696
2909	172140	123633
2910	172189	123567
2911	172240	123501
2912	172294	123438
2913	172347	123376
2914	172406	123316
2915	172458	123252
2916	172514	123191
2917	172574	123132
2918	172632	123072
2919	172688	123010
2920	172738	122945
2921	172792	122882
2922	172847	122820
2923	172896	122754
2924	173041	122755
2925	173096	122694
2926	173146	122628
2927	173199	122564
2928	173250	122499
2929	173307	122439
2930	173357	122373
2931	173412	122311
2932	173464	122247
2933	173519	122184
2934	173575	122123
2935	173627	122059
2936	173677	121993
2937	173729	121930
2938	173784	121867
2939	173838	121805
2940	173896	121745
2941	173949	121681
2942	174010	121623
2943	174072	121566
2944	174127	121504
2945	174177	121439
2946	174228	121374
2947	174281	121311
2948	174339	121251
2949	174392	121188
2950	174443	121123
2951	174493	121057
2952	174541	120991
2953	174588	120923
2954	174640	120859
2955	174691	120794
2956	174743	120730
2957	174797	120668
2958	174849	120603
2959	174901	120540
2960	174960	120480
2961	175010	120415
2962	175067	120355
2963	175126	120296
2964	175181	120234
2965	175235	120171
2966	175289	120109
2967	175339	120043
2968	175390	119979
2969	175440	119913
2970	175490	119848
2971	175543	119785
2972	175614	119734
2973	175671	119673
2974	175724	119611
2975	175774	119545
2976	175824	119480
2977	175878	119417
2978	175933	119355
2979	175983	119291
2980	176033	119225
2981	176092	119166
2982	176147	119105
2983	176206	119045
2984	176260	118983
2985	176319	118924
2986	176366	118857
2987	176415	118791
2988	176467	118727
2989	176519	118663
2990	176570	118599
2991	176620	118534
2992	176678	118474
2993	176726	118408
2994	176780	118345
2995	176832	118281
2996	176883	118217
2997	176933	118152
2998	176988	118090
2999	177042	118028
3000	177095	117965
3001	177150	117903
3002	177204	117841
3003	177259	117779
3004	177312	117716
3005	177365	117653
3006	177416	117589
3007	177470	117527
3008	177528	117467
3009	177579	117402
3010	177628	117337
3011	177682	117275
3012	177739	117215
3013	177800	117157
3014	177851	117092
3015	177902	117028
3016	177950	116962
3017	178001	116898
3018	178052	116834
3019	178108	116773
3020	178163	116711
3021	178212	116646
3022	178264	116582
3023	178318	116520
3024	178376	116460
3025	178498	116442
3026	178555	116382
3027	178605	116317
3028	178657	116254
3029	178710	116191
3030	178763	116128
3031	178813	116063
3032	178864	115999
3033	178924	115940
3034	178976	115877
3035	179028	115814
3036	179086	115754
3037	179140	115692
3038	179196	115631
3039	179247	115567
3040	179300	115504
3041	179358	115445
3042	179413	115383
3043	179466	115320
3044	179519	115257
3045	179574	115196
3046	179632	115136
3047	179686	115074
3048	179742	115014
3049	179801	114955
3050	179855	114892
3051	179908	114829
3052	179958	114765
3053	180012	114703
3054	180064	114639
3055	180119	114578
3056	180172	114516
3057	180226	114453
3058	180276	114389
3059	180329	114326
3060	180381	114263
3061	180430	114198
3062	180480	114133
3063	180534	114071
3064	180585	114007
3065	180636	113943
3066	180691	113882
3067	180750	113823
3068	180804	113761
3069	180857	113698
3070	180910	113635
3071	180962	113572
3072	181019	113512
3073	181075	113452
3074	181127	113388
3075	181178	113324
3076	181231	113262
3077	181285	113200
3078	181339	113138
3079	181392	113075
3080	181445	113013
3081	181499	112951
3082	181554	112889
3083	181611	112829
3084	181662	112766
3085	181714	112703
3086	181765	112639
3087	181815	112574
3088	181867	112511
3089	181913	112444
3090	181962	112380
3091	182013	112316
3092	182058	112248
3093	182104	112182
3094	182150	112115
3095	182198	112049
3096	182246	111984
3097	182297	111920
3098	182348	111856
3099	182398	111792
3100	182448	111728
3101	182492	111660
3102	182538	111594
3103	182583	111526
3104	182631	111461
3105	182681	111396
3106	182730	111332
3107	182780	111268
3108	182829	111203
3109	182877	111137
3110	182924	111071
3111	182974	111007
3112	183024	110943
3113	183072	110878
3114	183119	110812
3115	183169	110748
3116	183219	110684
3117	183270	110620
3118	183319	110555
3119	183364	110489
3120	183413	110423
3121	183459	110357
3122	183505	110291
3123	183551	110224
3124	183600	110160
3125	183650	110096
3126	183764	110070
3127	183820	110010
3128	183867	109944
3129	183919	109881
3130	183963	109814
3131	184009	109747
3132	184066	109687
3133	184119	109625
3134	184167	109560
3135	184211	109493
3136	184260	109428
3137	184305	109361
3138	184351	109295
3139	184399	109230
3140	184448	109165
3141	184495	109100
3142	184542	109034
3143	184594	108972
3144	184644	108908
3145	184697	108846
3146	184746	108781
3147	184792	108715
3148	184841	108651
3149	184893	108588
3150	184944	108524
3151	184993	108460
3152	185043	108396
3153	185091	108331
3154	185140	108267
3155	185191	108204
3156	185246	108143
3157	185293	108077
3158	185341	108012
3159	185392	107949
3160	185437	107883
3161	185484	107818
3162	185536	107755
3163	185581	107689
3164	185630	107624
3165	185674	107557
3166	185723	107493
3167	185769	107427
3168	185819	107363
3169	185869	107300
3170	185919	107236
3171	185970	107173
3172	186016	107107
3173	186066	107043
3174	186116	106980
3175	186167	106917
3176	186212	106851
3177	186261	106786
3178	186306	106720
3179	186352	106654
3180	186402	106590
3181	186449	106526
3182	186501	106463
3183	186552	106400
3184	186602	106337
3185	186653	106274
3186	186698	106207
3187	186746	106143
3188	186795	106079
3189	186843	106014
3190	186888	105948
3191	186939	105885
3192	186985	105819
3193	187034	105755
3194	187085	105693
3195	187134	105629
3196	187186	105566
3197	187234	105502
3198	187280	105436
3199	187328	105372
3200	187384	105312
3201	187432	105247
3202	187485	105186
3203	187530	105120
3204	187580	105056
3205	187632	104994
3206	187681	104930
3207	187737	104870
3208	187788	104808
3209	187837	104744
3210	187885	104679
3211	187937	104617
3212	187986	104553
3213	188038	104491
3214	188083	104425
