iter	MultiClass
1513	0.4043824687
1514	0.4043317098
1515	0.4042806061
1516	0.404231188
1517	0.4041796246
1518	0.4041286741
1519	0.4040780301
1520	0.4040287269
1521	0.4039807262
1522	0.4039320742
1523	0.403881277
1524	0.4038316673
1525	0.4037812148
1526	0.4037335206
1527	0.4036837194
1528	0.4036330371
1529	0.4035849597
1530	0.4035354267
1531	0.4034867747
1532	0.403439272
1533	0.4033888579
1534	0.4033387502
1535	0.4032881828
1536	0.4032406035
1537	0.4031925261
1538	0.4031440274
1539	0.4030961799
1540	0.4030476812
1541	0.4029999104
1542	0.4029516415
1543	0.4029036025
1544	0.4028529968
1545	0.4028036936
1546	0.4027568038
1547	0.4027094926
1548	0.4026616452
1549	0.4026152917
1550	0.4025666398
1551	0.4025208227
1552	0.4024727836
1553	0.4024231357
1554	0.4023744071
1555	0.4023263681
1556	0.4022784823
1557	0.4022320905
1558	0.4021867331
1559	0.4021394986
1560	0.4020931068
1561	0.4020464852
1562	0.4019975651
1563	0.4019495644
1564	0.4019029045
1565	0.4018570874
1566	0.4018101976
1567	0.4017639974
1568	0.4017169927
1569	0.4016723632
1570	0.4016272739
1571	0.4015782006
1572	0.4015305446
1573	0.4014838847
1574	0.4014382974
1575	0.4013935913
1576	0.401345897
1577	0.4012979346
1578	0.4012511598
1579	0.4012054193
1580	0.4011587211
1581	0.4011147045
1582	0.4010676615
1583	0.401022304
1584	0.4009746864
1585	0.4009296355
1586	0.4008841631
1587	0.4008385376
1588	0.4007925672
1589	0.400748972
1590	0.4007037295
1591	0.4006573377
1592	0.4006130147
1593	0.4005689981
1594	0.4005236406
1595	0.4004789728
1596	0.4004312785
1597	0.4003880664
1598	0.4003430155
1599	0.4002991138
1600	0.4002544459
1601	0.400212498
1602	0.4001676386
1603	0.4001222045
1604	0.4000766556
1605	0.4000319877
1606	0.3999877029
1607	0.399942039
1608	0.3998977543
1609	0.3998544272
1610	0.3998104872
1611	0.3997661641
1612	0.39972345
1613	0.399679012
1614	0.3996370257
1615	0.3995932007
1616	0.3995479199
1617	0.3995045162
1618	0.3994611508
1619	0.3994152954
1620	0.3993707425
1621	0.3993293308
1622	0.399285161
1623	0.399242715
1624	0.3991985069
1625	0.3991549117
1626	0.3991129254
1627	0.3990714755
1628	0.3990271907
1629	0.3989829442
1630	0.3989395789
1631	0.3988963284
1632	0.3988533078
1633	0.398811743
1634	0.3987672283
1635	0.3987241694
1636	0.398681417
1637	0.3986380133
1638	0.3985968316
1639	0.3985542707
1640	0.3985093347
1641	0.3984660076
1642	0.3984246343
1643	0.3983822649
1644	0.3983394359
1645	0.3982956874
1646	0.3982548888
1647	0.3982135537
1648	0.3981716441
1649	0.39813142
1650	0.3980902766
1651	0.3980484053
1652	0.398007415
1653	0.3979676124
1654	0.3979264689
1655	0.397881916
1656	0.3978406576
1657	0.3977997056
1658	0.3977588303
1659	0.3977171505
1660	0.3976764668
1661	0.3976346721
1662	0.3975932987
1663	0.397552117
1664	0.3975102073
1665	0.3974671867
1666	0.3974259284
1667	0.3973843635
1668	0.3973444459
1669	0.3973033407
1670	0.397262657
1671	0.3972221265
1672	0.3971809447
1673	0.3971387286
1674	0.3971002667
1675	0.397057974
1676	0.397019244
1677	0.3969782537
1678	0.3969374167
1679	0.3968969628
1680	0.3968572751
1681	0.3968167829
1682	0.3967757926
1683	0.3967353004
1684	0.3966937739
1685	0.3966547374
1686	0.3966140536
1687	0.3965734465
1688	0.396534295
1689	0.3964926152
1690	0.3964517782
1691	0.3964121671
1692	0.3963732839
1693	0.3963349752
1694	0.3962951343
1695	0.3962561361
1696	0.3962160653
1697	0.396175573
1698	0.3961360385
1699	0.3960968871
1700	0.3960562417
1701	0.3960159027
1702	0.3959752572
1703	0.3959359143
1704	0.3958964564
1705	0.3958580328
1706	0.3958185749
1707	0.3957787723
1708	0.3957388164
1709	0.3956988222
1710	0.3956586747
1711	0.3956170332
1712	0.3955779584
1713	0.3955393433
1714	0.3955008049
1715	0.3954621898
1716	0.3954249538
1717	0.3953850745
1718	0.395345042
1719	0.3953058523
1720	0.3952670839
1721	0.3952274345
1722	0.395189394
1723	0.3951523113
1724	0.3951158798
1725	0.3950778776
1726	0.3950419824
1727	0.395006432
1728	0.3949682
1729	0.3949295083
1730	0.3948908166
1731	0.3948517035
1732	0.3948131267
1733	0.3947746648
1734	0.3947368159
1735	0.3946985073
1736	0.3946617693
1737	0.3946229243
1738	0.3945832366
1739	0.3945449663
1740	0.3945086114
1741	0.394470954
1742	0.3944351354
1743	0.3943971716
1744	0.3943595908
1745	0.3943210524
1746	0.3942834716
1747	0.3942453928
1748	0.3942083484
1749	0.3941710358
1750	0.3941324207
1751	0.3940956444
1752	0.394060592
1753	0.3940227814
1754	0.3939865031
1755	0.3939496119
1756	0.3939115714
1757	0.3938748335
1758	0.3938390532
1759	0.393801166
1760	0.3937644663
1761	0.3937281497
1762	0.3936914117
1763	0.3936542524
1764	0.3936184338
1765	0.3935810063
1766	0.3935443066
1767	0.3935091393
1768	0.3934733207
1769	0.3934371957
1770	0.3934016836
1771	0.3933652138
1772	0.3933296251
1773	0.3932932702
1774	0.3932558426
1775	0.3932200624
1776	0.393183516
1777	0.3931481188
1778	0.3931139475
1779	0.3930780523
1780	0.393041774
1781	0.3930068749
1782	0.3929715926
1783	0.3929367701
1784	0.3929026371
1785	0.3928664737
1786	0.3928320726
1787	0.3927973267
1788	0.3927636917
1789	0.3927293289
1790	0.3926929357
1791	0.392658343
1792	0.3926244015
1793	0.3925901919
1794	0.3925562888
1795	0.3925237648
1796	0.3924889039
1797	0.3924524724
1798	0.3924161558
1799	0.3923815631
1800	0.3923467023
1801	0.3923102325
1802	0.3922782448
1803	0.3922431541
1804	0.3922079484
1805	0.3921729343
1806	0.3921380352
1807	0.3921024465
1808	0.3920681602
1809	0.3920346402
1810	0.3920015798
1811	0.3919673319
1812	0.3919345397
1813	0.3918992958
1814	0.3918661205
1815	0.3918318726
1816	0.3917994635
1817	0.3917662116
1818	0.3917333045
1819	0.3916996312
1820	0.3916654216
1821	0.3916310971
1822	0.3915988412
1823	0.3915674665
1824	0.3915329887
1825	0.391499507
1826	0.3914669446
1827	0.3914326584
1828	0.3913991767
1829	0.3913652352
1830	0.3913328644
1831	0.3912995359
1832	0.3912648666
1833	0.3912301973
1834	0.3911981713
1835	0.3911644597
1836	0.3911322038
1837	0.391100944
1838	0.3910675006
1839	0.3910381179
1840	0.391004751
1841	0.3909724186
1842	0.3909392433
1843	0.3909064894
1844	0.3908741186
1845	0.3908420543
1846	0.390809377
1847	0.3907774276
1848	0.3907457081
1849	0.3907114602
1850	0.390680162
1851	0.3906454544
1852	0.3906122791
1853	0.39057987
1854	0.3905487251
1855	0.3905141324
1856	0.3904857457
1857	0.3904533366
1858	0.390421234
1859	0.3903902806
1860	0.3903576417
1861	0.390327761
1862	0.3902959265
1863	0.3902635557
1864	0.3902316446
1865	0.3902004231
1866	0.3901659836
1867	0.3901339959
1868	0.3901027744
1869	0.3900719743
1870	0.3900410592
1871	0.3900099909
1872	0.3899791141
1873	0.389947203
1874	0.3899171691
1875	0.3898859476
1876	0.3898513932
1877	0.3898213209
1878	0.3897899078
1879	0.3897597589
1880	0.389729112
1881	0.389697699
1882	0.3896660177
1883	0.3896358688
1884	0.389606103
1885	0.3895729661
1886	0.389542051
1887	0.3895117106
1888	0.3894819831
1889	0.3894511446
1890	0.3894204977
1891	0.3893900807
1892	0.3893588208
1893	0.3893274078
1894	0.389298025
1895	0.3892677229
1896	0.3892368078
1897	0.3892059311
1898	0.3891727941
1899	0.3891410746
1900	0.3891097764
1901	0.3890802022
1902	0.3890494403
1903	0.3890199044
1904	0.3889908665
1905	0.3889598365
1906	0.3889298408
1907	0.3889008029
1908	0.3888707306
1909	0.3888405051
1910	0.3888076746
1911	0.3887766829
1912	0.3887489475
1913	0.3887186453
1914	0.3886861979
1915	0.3886558575
1916	0.3886268962
1917	0.3885974752
1918	0.3885686288
1919	0.3885402421
1920	0.3885090971
1921	0.3884788333
1922	0.3884507531
1923	0.3884217152
1924	0.3883928688
1925	0.3883632945
1926	0.388334563
1927	0.3883064062
1928	0.3882766021
1929	0.3882458019
1930	0.3882179899
1931	0.3881887221
1932	0.3881606802
1933	0.3881286542
1934	0.3881000759
1935	0.3880718425
1936	0.3880426896
1937	0.3880118895
1938	0.3879835411
1939	0.3879558056
1940	0.38792581
1941	0.3878950865
1942	0.3878676958
1943	0.3878389643
1944	0.3878106542
1945	0.3877822292
1946	0.3877520804
1947	0.3877241151
1948	0.3876963796
1949	0.3876654262
1950	0.3876372311
1951	0.3876084996
1952	0.3875812622
1953	0.3875552123
1954	0.3875262893
1955	0.3874996265
1956	0.3874709333
1957	0.3874430063
1958	0.3874148112
1959	0.3873874971
1960	0.3873595318
1961	0.3873314133
1962	0.3873028351
1963	0.3872755593
1964	0.3872474025
1965	0.3872203949
1966	0.3871941535
1967	0.3871663414
1968	0.3871392189
1969	0.3871119815
1970	0.3870825221
1971	0.3870552464
1972	0.3870269746
1973	0.386996979
1974	0.3869683624
1975	0.3869426957
1976	0.3869159179
1977	0.3868865735
1978	0.3868589913
1979	0.3868315623
1980	0.3868014901
1981	0.3867736397
1982	0.3867479346
1983	0.3867213867
1984	0.3866943791
1985	0.386666682
1986	0.3866396744
1987	0.3866136245
1988	0.3865893369
1989	0.3865630955
1990	0.3865344023
1991	0.386506437
1992	0.3864808851
1993	0.3864525368
1994	0.3864263337
1995	0.3863969509
1996	0.3863703648
1997	0.3863436253
1998	0.3863163496
1999	0.3862892271
2000	0.3862637901
2001	0.3862378552
2002	0.3862113456
2003	0.3861848361
2004	0.386158518
2005	0.3861331577
2006	0.3861075676
2007	0.3860817859
2008	0.3860565788
2009	0.3860298777
2010	0.3860035979
2011	0.3859770884
2012	0.3859514982
2013	0.3859245672
2014	0.3858995517
2015	0.3858731188
2016	0.3858470689
2017	0.3858225131
2018	0.3857977274
2019	0.3857696855
2020	0.3857427928
2021	0.3857160917
2022	0.385691306
2023	0.3856642984
2024	0.3856386316
2025	0.3856123519
2026	0.3855860722
2027	0.3855606736
2028	0.3855360411
2029	0.3855106425
2030	0.3854852822
2031	0.3854595388
2032	0.3854342934
2033	0.3854097759
2034	0.3853841857
2035	0.38535691
2036	0.3853320477
2037	0.385305768
2038	0.3852793733
2039	0.3852536299
2040	0.3852275418
2041	0.385202871
2042	0.3851760933
2043	0.3851506563
2044	0.3851253726
2045	0.385099476
2046	0.385072047
2047	0.3850477211
2048	0.3850229354
2049	0.3849974984
2050	0.384972866
2051	0.3849476589
2052	0.384923218
2053	0.3848984323
2054	0.3848720377
2055	0.3848456047
2056	0.3848222748
2057	0.3847968379
2058	0.3847721288
2059	0.3847474963
2060	0.3847225957
2061	0.3846981165
2062	0.3846746716
2063	0.3846499243
2064	0.3846250237
2065	0.3846000464
2066	0.3845757205
2067	0.3845505134
2068	0.3845274516
2069	0.3845023977
2070	0.3844765011
2071	0.3844511408
2072	0.3844276959
2073	0.3844045958
2074	0.3843807295
2075	0.3843565951
2076	0.3843309283
2077	0.3843057595
2078	0.3842812803
2079	0.3842586782
2080	0.3842341607
2081	0.3842100263
2082	0.3841865814
2083	0.3841622554
2084	0.3841389638
2085	0.3841156721
2086	0.384093683
2087	0.3840693953
2088	0.3840462186
2089	0.3840242294
2090	0.3839993671
2091	0.3839750795
2092	0.3839505236
2093	0.3839261977
2094	0.3839018717
2095	0.3838771243
2096	0.383853258
2097	0.3838310007
2098	0.3838067514
2099	0.3837828085
2100	0.3837586357
2101	0.3837347694
2102	0.3837104818
2103	0.3836879563
2104	0.3836675761
2105	0.3836446676
2106	0.3836217973
2107	0.3835978544
2108	0.3835749459
2109	0.3835513477
2110	0.3835295118
2111	0.3835053391
2112	0.3834817026
2113	0.3834589473
2114	0.3834360388
2115	0.3834120193
2116	0.3833884594
2117	0.3833657424
2118	0.3833428722
2119	0.3833187761
2120	0.3832970934
2121	0.3832746828
2122	0.3832516593
2123	0.3832282911
2124	0.3832053059
2125	0.3831835083
2126	0.3831597186
2127	0.383136925
2128	0.3831147826
2129	0.3830911845
2130	0.3830697317
2131	0.3830455589
2132	0.3830245275
2133	0.3830036876
2134	0.3829829243
2135	0.3829615864
2136	0.3829377967
2137	0.3829161907
2138	0.3828918264
2139	0.3828700671
2140	0.3828483461
2141	0.3828265485
2142	0.3828037932
2143	0.3827842941
2144	0.3827647567
2145	0.3827424227
2146	0.3827184799
2147	0.3826966439
2148	0.3826740802
2149	0.3826516313
2150	0.3826297571
2151	0.382606657
2152	0.3825852424
2153	0.382562602
2154	0.3825418388
2155	0.3825204242
2156	0.382499661
2157	0.3824793191
2158	0.3824558742
2159	0.3824341532
2160	0.3824115894
2161	0.3823898684
2162	0.3823679176
2163	0.3823455837
2164	0.3823235945
2165	0.3823022183
2166	0.3822804207
2167	0.3822575121
2168	0.3822358294
2169	0.382212691
2170	0.3821910467
2171	0.3821712411
2172	0.3821510908
2173	0.3821293315
2174	0.3821068826
2175	0.3820844337
2176	0.3820622531
2177	0.3820403405
2178	0.3820206499
2179	0.3820004229
2180	0.3819808472
2181	0.3819595476
2182	0.3819400868
2183	0.3819187489
2184	0.3818968747
2185	0.3818748856
2186	0.381854582
2187	0.3818342401
2188	0.3818117912
2189	0.3817900703
2190	0.3817716821
2191	0.3817502293
2192	0.3817278187
2193	0.3817065957
2194	0.3816859474
2195	0.3816631921
2196	0.3816425054
2197	0.3816211675
2198	0.3816021664
2199	0.3815808668
2200	0.3815590309
2201	0.3815367736
2202	0.3815165466
2203	0.381496856
2204	0.381475748
2205	0.3814547931
2206	0.3814370946
2207	0.381415795
2208	0.3813968322
2209	0.3813758774
2210	0.3813551907
2211	0.3813347722
2212	0.381313894
2213	0.3812922113
2214	0.3812721759
2215	0.3812511828
2216	0.3812325265
2217	0.3812108821
2218	0.3811883566
2219	0.3811677849
2220	0.3811473664
2221	0.3811253006
2222	0.3811066826
2223	0.3810866472
2224	0.3810665352
2225	0.3810475341
2226	0.3810278818
2227	0.3810078464
2228	0.3809882707
2229	0.3809674308
2230	0.3809469357
2231	0.3809261724
2232	0.3809051792
2233	0.380885412
2234	0.3808651467
2235	0.3808448049
2236	0.3808236202
2237	0.3808038912
2238	0.3807842389
2239	0.3807638204
2240	0.380745777
2241	0.3807260098
2242	0.3807074301
2243	0.3806875862
2244	0.3806679339
2245	0.3806479751
2246	0.380629089
2247	0.3806090536
2248	0.3805885967
2249	0.3805681782
2250	0.3805479896
2251	0.380527188
2252	0.3805076506
2253	0.3804889177
2254	0.3804686524
2255	0.3804498046
2256	0.3804319528
2257	0.3804125303
2258	0.380393874
2259	0.3803743749
2260	0.3803553355
2261	0.3803364877
2262	0.3803179846
2263	0.3802990218
2264	0.380279676
2265	0.3802591425
2266	0.3802399116
2267	0.3802198379
2268	0.3802019861
2269	0.3801829084
2270	0.3801641755
2271	0.3801461321
2272	0.3801274758
2273	0.3801091643
2274	0.3800895502
2275	0.380070779
2276	0.3800520078
2277	0.3800336963
2278	0.3800138141
2279	0.3799956558
2280	0.3799764632
2281	0.3799569641
2282	0.3799373501
2283	0.3799180808
2284	0.3798984285
2285	0.3798801553
2286	0.3798620736
2287	0.3798440303
2288	0.3798248376
2289	0.3798064112
2290	0.3797875633
2291	0.3797683707
2292	0.3797504806
2293	0.379731786
2294	0.3797140491
2295	0.3796945883
2296	0.3796753191
2297	0.3796558966
2298	0.3796348268
2299	0.3796159407
2300	0.3795983187
2301	0.3795804286
2302	0.3795618489
2303	0.379542618
2304	0.3795254174
2305	0.3795071442
2306	0.3794884496
2307	0.3794708659
2308	0.379452133
2309	0.3794342812
2310	0.3794164293
2311	0.3793987691
2312	0.3793788486
2313	0.3793599241
2314	0.3793406166
2315	0.3793225349
2316	0.3793048746
2317	0.3792872527
2318	0.3792693242
2319	0.3792504764
2320	0.379233544
2321	0.379215309
2322	0.3791958866
2323	0.3791789542
2324	0.3791599531
2325	0.379142561
2326	0.3791253987
2327	0.3791068956
2328	0.3790896951
2329	0.3790698895
2330	0.379050467
2331	0.3790331898
2332	0.3790136141
2333	0.3789944981
2334	0.3789776806
2335	0.3789588328
2336	0.3789395252
2337	0.3789227844
2338	0.3789043579
2339	0.3788860847
2340	0.378868501
2341	0.3788517219
2342	0.3788329889
2343	0.3788134898
2344	0.3787958679
2345	0.3787788205
2346	0.3787598961
2347	0.378741891
2348	0.3787229666
2349	0.3787049232
2350	0.3786886803
2351	0.3786723992
2352	0.3786536663
2353	0.3786349333
2354	0.3786154342
2355	0.3785995362
2356	0.3785824505
2357	0.3785634494
2358	0.3785467469
2359	0.37852901
2360	0.378509894
2361	0.3784917357
2362	0.3784760291
2363	0.3784576027
2364	0.3784391762
2365	0.378421401
2366	0.378403396
2367	0.3783879193
2368	0.3783715232
2369	0.3783535181
2370	0.3783353216
2371	0.3783157842
2372	0.378299503
2373	0.3782837198
2374	0.3782665576
2375	0.3782472883
2376	0.3782299345
2377	0.3782115081
2378	0.3781943458
2379	0.3781750383
2380	0.378157263
2381	0.3781392197
2382	0.3781229002
2383	0.3781044738
2384	0.3780862772
2385	0.3780676975
2386	0.3780517994
2387	0.3780341391
2388	0.3780165555
2389	0.3779992016
2390	0.3779813115
2391	0.377964609
2392	0.3779480213
2393	0.3779299396
2394	0.3779124709
2395	0.3778968793
2396	0.3778790658
2397	0.3778614821
2398	0.3778448562
2399	0.3778283452
2400	0.3778112978
2401	0.3777923734
2402	0.3777748663
2403	0.3777582787
2404	0.3777416144
2405	0.3777244522
2406	0.3777057576
2407	0.3776892082
2408	0.3776729654
2409	0.3776546922
2410	0.3776364189
2411	0.377618299
2412	0.3776036268
2413	0.3775864645
2414	0.3775688042
2415	0.3775549365
2416	0.3775383489
2417	0.3775219911
2418	0.3775051353
2419	0.3774882795
2420	0.3774727262
2421	0.3774558321
2422	0.3774390912
2423	0.3774239976
2424	0.3774066821
2425	0.3773901328
2426	0.3773723959
2427	0.3773563446
2428	0.3773395271
2429	0.3773227862
2430	0.3773069264
2431	0.3772891895
2432	0.3772729467
2433	0.377256474
2434	0.3772404993
2435	0.3772229922
2436	0.377206826
2437	0.3771904682
2438	0.377174187
2439	0.3771579825
2440	0.3771410118
2441	0.3771245774
2442	0.3771085644
2443	0.3770906359
2444	0.3770740866
2445	0.3770599124
2446	0.3770434014
2447	0.3770285376
2448	0.377014555
2449	0.3769989634
2450	0.3769851723
2451	0.3769672438
2452	0.3769510393
2453	0.3769348347
2454	0.376917864
2455	0.3769031535
2456	0.3768879833
2457	0.3768717021
2458	0.3768541951
2459	0.376836688
2460	0.3768224372
2461	0.376808876
2462	0.3767930928
2463	0.376776237
2464	0.3767617563
2465	0.3767456667
2466	0.3767308413
2467	0.3767147133
2468	0.3766975894
2469	0.3766834918
2470	0.3766668659
2471	0.3766526151
2472	0.376638211
2473	0.3766217383
2474	0.3766048825
2475	0.3765903252
2476	0.3765758446
2477	0.3765587589
2478	0.3765432056
2479	0.3765280354
2480	0.3765119075
2481	0.3764967373
2482	0.3764829845
2483	0.3764680441
2484	0.3764548276
2485	0.3764383932
2486	0.3764220737
2487	0.376409317
2488	0.3763932656
2489	0.3763797427
2490	0.3763641511
2491	0.3763484446
2492	0.3763361092
2493	0.3763187171
2494	0.3763056921
2495	0.3762913264
2496	0.3762778034
2497	0.3762631695
2498	0.3762483824
2499	0.3762326376
2500	0.3762183485
2501	0.3762022588
2502	0.3761865523
2503	0.376169888
2504	0.3761572845
2505	0.3761406202
2506	0.3761277485
2507	0.376114149
2508	0.3760992852
2509	0.37608672
2510	0.3760723926
2511	0.3760585249
2512	0.3760458064
2513	0.3760312491
2514	0.376018454
2515	0.3760051609
2516	0.3759911017
2517	0.3759774255
2518	0.3759602632
2519	0.3759447482
2520	0.3759318382
2521	0.3759192347
2522	0.3759050988
2523	0.3758911545
2524	0.3758762141
2525	0.3758611205
2526	0.3758455672
2527	0.3758304736
2528	0.3758179084
2529	0.3758038108
2530	0.3757869167
2531	0.3757739684
2532	0.3757588748
2533	0.3757432065
2534	0.375728611
2535	0.3757160457
2536	0.3757013352
2537	0.375688272
2538	0.3756731018
2539	0.3756594256
2540	0.3756463623
2541	0.3756336822
2542	0.3756215383
2543	0.3756085517
2544	0.3755923472
2545	0.3755799735
2546	0.3755648033
2547	0.3755515102
2548	0.3755399027
2549	0.3755281419
2550	0.375514504
2551	0.3755018239
2552	0.3754898333
2553	0.3754760039
2554	0.3754627874
2555	0.3754480769
2556	0.3754352818
2557	0.3754208011
2558	0.3754084657
2559	0.3753944065
2560	0.3753804238
2561	0.3753670158
2562	0.3753541824
2563	0.3753395868
2564	0.3753277112
2565	0.3753139584
2566	0.3753015081
2567	0.375286606
2568	0.3752738109
2569	0.3752598666
2570	0.3752463436
2571	0.3752324759
2572	0.3752185699
2573	0.3752057365
2574	0.3751926732
2575	0.3751775413
2576	0.3751662786
2577	0.3751534835
2578	0.3751416462
2579	0.3751267441
2580	0.3751140639
2581	0.3750987405
2582	0.3750859837
2583	0.3750738399
2584	0.3750608533
2585	0.3750455681
2586	0.3750325815
2587	0.3750206292
2588	0.3750091366
2589	0.3749955754
2590	0.3749820524
2591	0.3749676867
2592	0.3749566921
2593	0.3749430542
2594	0.3749277691
2595	0.3749151655
2596	0.37490306
2597	0.3748905714
2598	0.374879232
2599	0.3748652494
2600	0.3748511518
2601	0.3748388548
2602	0.3748256766
2603	0.3748130347
2604	0.3747998949
2605	0.3747884406
2606	0.3747758371
2607	0.3747626206
2608	0.3747499787
2609	0.374738218
2610	0.3747240438
2611	0.3747127811
2612	0.3746984153
2613	0.3746840879
2614	0.374669952
2615	0.374658153
2616	0.3746455494
2617	0.3746343633
2618	0.3746213001
2619	0.3746072791
2620	0.3745947139
2621	0.3745823785
2622	0.3745699665
2623	0.3745556391
2624	0.3745440699
2625	0.3745318111
2626	0.3745209698
2627	0.3745078682
2628	0.3744962607
2629	0.3744839253
2630	0.3744716666
2631	0.3744571093
2632	0.3744457699
2633	0.3744323236
2634	0.3744203713
2635	0.3744064653
2636	0.3743948194
2637	0.3743815647
2638	0.3743682333
2639	0.3743536377
2640	0.3743413406
2641	0.3743289669
2642	0.3743147161
2643	0.3743018061
2644	0.3742890493
2645	0.3742762542
2646	0.3742645318
2647	0.3742515835
2648	0.3742387884
2649	0.3742264913
2650	0.3742128918
2651	0.3742008246
2652	0.37418983
2653	0.374177916
2654	0.3741638184
2655	0.3741507552
2656	0.3741375387
2657	0.3741250501
2658	0.3741125615
2659	0.3740992301
2660	0.3740878907
2661	0.3740744444
2662	0.3740620707
2663	0.3740493905
2664	0.374038396
2665	0.3740260223
2666	0.3740129974
2667	0.3739994744
2668	0.3739871773
2669	0.3739750335
2670	0.3739635792
2671	0.3739512438
2672	0.3739372229
2673	0.3739251174
2674	0.3739131651
2675	0.3738999869
2676	0.3738877664
2677	0.3738764654
2678	0.3738635171
2679	0.3738506071
2680	0.3738386931
2681	0.373826894
2682	0.3738157462
2683	0.3738039472
2684	0.3737914202
2685	0.3737795829
2686	0.3737664813
2687	0.3737557166
2688	0.3737436877
2689	0.3737314289
2690	0.3737187871
2691	0.3737051492
2692	0.3736939631
2693	0.3736808232
2694	0.3736681048
2695	0.3736552331
2696	0.3736435489
2697	0.3736307156
2698	0.3736176906
2699	0.3736068876
2700	0.3735938627
2701	0.3735805312
2702	0.373567468
2703	0.3735541749
2704	0.3735428356
2705	0.3735331052
2706	0.3735216509
2707	0.373508511
2708	0.3734955244
2709	0.3734850661
2710	0.3734740333
2711	0.3734623491
2712	0.3734507416
2713	0.3734393256
2714	0.3734282161
2715	0.3734144633
2716	0.3734031623
2717	0.3733925508
2718	0.3733807901
2719	0.3733682248
2720	0.3733568472
2721	0.3733459675
2722	0.3733343217
2723	0.3733206072
2724	0.3733097659
2725	0.3732970091
2726	0.3732835245
2727	0.3732721085
2728	0.3732592751
2729	0.3732470163
2730	0.3732360601
2731	0.3732245675
2732	0.3732134963
2733	0.3732021952
2734	0.3731908176
2735	0.3731777543
2736	0.3731666448
2737	0.3731557269
2738	0.3731451537
2739	0.3731341974
2740	0.3731219004
2741	0.3731085306
2742	0.3730969997
2743	0.3730846644
2744	0.3730747041
2745	0.3730636329
2746	0.373052102
2747	0.3730406094
2748	0.3730297681
2749	0.3730182755
2750	0.3730070894
2751	0.3729955968
2752	0.3729847938
2753	0.3729734544
2754	0.3729628429
2755	0.3729521165
2756	0.3729410836
2757	0.3729303955
2758	0.3729192477
2759	0.3729082531
2760	0.3728960327
2761	0.3728853063
2762	0.3728729709
2763	0.372863049
2764	0.3728514797
2765	0.3728402936
2766	0.3728289926
2767	0.3728181512
2768	0.3728070417
2769	0.3727955108
2770	0.3727850909
2771	0.3727744794
2772	0.372761646
2773	0.3727511495
2774	0.3727411892
2775	0.372731727
2776	0.3727204259
2777	0.3727093547
2778	0.3727011567
2779	0.3726882084
2780	0.3726774436
2781	0.3726655297
2782	0.3726539605
2783	0.3726420082
2784	0.3726315882
2785	0.372620632
2786	0.3726098672
2787	0.3725990259
2788	0.3725864223
2789	0.372575581
2790	0.3725633989
2791	0.3725529023
2792	0.3725411416
2793	0.3725303385
2794	0.3725188459
2795	0.3725083494
2796	0.3724992702
2797	0.3724872413
2798	0.3724764
2799	0.3724663631
2800	0.3724552153
2801	0.3724439909
2802	0.3724331495
2803	0.3724230744
2804	0.3724130758
2805	0.3724023494
2806	0.3723908951
2807	0.3723800155
2808	0.3723683313
2809	0.3723589074
2810	0.3723488322
2811	0.3723394083
2812	0.3723276859
2813	0.3723173809
2814	0.3723055052
2815	0.3722955449
2816	0.3722845887
2817	0.3722742453
2818	0.3722652428
2819	0.3722547079
2820	0.3722447094
2821	0.3722344044
2822	0.3722238695
2823	0.3722121854
2824	0.3722028381
2825	0.372191039
2826	0.3721787036
2827	0.3721683986
2828	0.3721572125
2829	0.3721473289
2830	0.3721369089
2831	0.3721256079
2832	0.3721138471
2833	0.37210427
2834	0.372095344
2835	0.3720848475
2836	0.3720746191
2837	0.3720651185
2838	0.3720543155
2839	0.3720424398
2840	0.3720333607
2841	0.3720244731
2842	0.3720157004
2843	0.3720062382
2844	0.3719952053
2845	0.3719857814
2846	0.3719775833
2847	0.3719666654
2848	0.3719562071
2849	0.3719458255
2850	0.3719349841
2851	0.3719266328
2852	0.3719168258
2853	0.3719070571
2854	0.3718966372
2855	0.371887175
2856	0.3718795899
2857	0.3718702042
2858	0.3718608952
2859	0.3718510499
2860	0.3718414728
2861	0.3718298269
2862	0.3718203264
2863	0.3718104428
2864	0.3717995248
2865	0.3717897178
2866	0.371780179
2867	0.3717693759
2868	0.3717593008
2869	0.3717498768
2870	0.3717400315
2871	0.3717317569
2872	0.3717211837
2873	0.3717111468
2874	0.3717007652
2875	0.3716911497
2876	0.3716814959
2877	0.3716709994
2878	0.3716618436
2879	0.3716520366
2880	0.3716410037
2881	0.371629741
2882	0.371618823
2883	0.3716088628
2884	0.3715985578
2885	0.3715884826
2886	0.3715777179
2887	0.3715698646
2888	0.3715595596
2889	0.3715506337
2890	0.3715406351
2891	0.371531556
2892	0.3715210211
2893	0.3715096817
2894	0.3715007558
2895	0.3714897613
2896	0.3714787667
2897	0.3714695726
2898	0.3714602636
2899	0.3714522954
2900	0.3714419904
2901	0.3714317237
2902	0.3714218401
2903	0.3714127609
2904	0.3714021494
2905	0.3713923041
2906	0.3713839911
2907	0.3713749886
2908	0.3713647602
2909	0.3713573283
2910	0.3713491303
2911	0.3713405108
2912	0.3713312401
2913	0.3713226973
2914	0.3713143844
2915	0.3713040027
2916	0.3712955748
2917	0.3712859977
2918	0.3712755777
2919	0.3712655409
2920	0.3712567682
2921	0.3712470761
2922	0.3712371542
2923	0.3712289178
2924	0.3712196088
2925	0.3712099933
