iter	MultiClass
179	0.6125764544
180	0.6122003403
181	0.6118235367
182	0.6114479589
183	0.6110708104
184	0.6106982207
185	0.6103242519
186	0.6099505129
187	0.6095789192
188	0.6092042991
189	0.6088356552
190	0.6084668581
191	0.60809423
192	0.6077275782
193	0.6073573253
194	0.6069909032
195	0.606625324
196	0.6062561054
197	0.6058923267
198	0.6055236445
199	0.6051586782
200	0.6047965467
201	0.6044330744
202	0.6040694489
203	0.6037061682
204	0.6033470631
205	0.6029840506
206	0.6026247157
207	0.6022676026
208	0.6019046284
209	0.6015490477
210	0.6011917048
211	0.6008323699
212	0.6004773255
213	0.6001224727
214	0.5997656661
215	0.5994141845
216	0.5990600212
217	0.598707237
218	0.5983558703
219	0.5980033543
220	0.5976508383
221	0.5973009656
222	0.5969522039
223	0.5966012968
224	0.5962529948
225	0.595904846
226	0.5955567738
227	0.5952129538
228	0.594862698
229	0.5945191463
230	0.5941751731
231	0.5938283651
232	0.5934870735
233	0.5931402655
234	0.5927979779
235	0.5924607088
236	0.5921147818
237	0.5917739117
238	0.5914396306
239	0.5910940101
240	0.590756741
241	0.5904187823
242	0.5900769544
243	0.5897427882
244	0.5894054041
245	0.589068633
246	0.5887344668
247	0.5883976957
248	0.5880636061
249	0.5877321216
250	0.587395427
251	0.5870635594
252	0.5867324196
253	0.5863993261
254	0.5860683395
255	0.5857370082
256	0.58540855
257	0.5850799769
258	0.5847493735
259	0.5844237501
260	0.58409579
261	0.5837682895
262	0.5834410955
263	0.5831170811
264	0.5827916876
265	0.5824643021
266	0.582143544
267	0.5818191465
268	0.5814937147
269	0.5811750635
270	0.5808521984
271	0.5805284139
272	0.5802108737
273	0.5798886215
274	0.5795665609
275	0.5792518172
276	0.5789307142
277	0.5786109138
278	0.5782969746
279	0.577978017
280	0.5776625837
281	0.5773481082
282	0.5770316023
283	0.5767143686
284	0.5764011572
285	0.5760897464
286	0.5757740833
287	0.5754608336
288	0.5751504188
289	0.5748390846
290	0.5745255668
291	0.5742154201
292	0.5739052735
293	0.5735937094
294	0.5732853633
295	0.5729764808
296	0.5726676366
297	0.5723603248
298	0.5720516339
299	0.5717489191
300	0.5714412625
301	0.5711360194
302	0.5708329215
303	0.5705278699
304	0.5702260745
305	0.5699224787
306	0.569619534
307	0.5693165511
308	0.5690149473
309	0.5687138798
310	0.5684130421
311	0.5681125875
312	0.5678163852
313	0.5675140535
314	0.5672153995
315	0.5669186225
316	0.5666198918
317	0.5663212378
318	0.5660240394
319	0.5657276456
320	0.565432401
321	0.5651371947
322	0.5648432143
323	0.5645488125
324	0.564255943
325	0.5639625755
326	0.5636684036
327	0.563378369
328	0.5630856144
329	0.562791136
330	0.5625035531
331	0.5622138633
332	0.5619201127
333	0.5616329896
334	0.5613452151
335	0.5610553721
336	0.5607638051
337	0.5604802446
338	0.5601918573
339	0.5599046575
340	0.5596191816
341	0.5593340505
342	0.5590493407
343	0.5587608385
344	0.5584804193
345	0.5581965907
346	0.5579137964
347	0.557631615
348	0.557347365
349	0.5570659498
350	0.5567838451
351	0.5565042687
352	0.556221053
353	0.5559435453
354	0.5556625516
355	0.5553828603
356	0.5551053526
357	0.5548266956
358	0.5545495327
359	0.5542730593
360	0.553994479
361	0.5537195762
362	0.5534425666
363	0.553168928
364	0.5528922631
365	0.5526181266
366	0.5523455607
367	0.5520707729
368	0.5517983602
369	0.5515262541
370	0.551254416
371	0.5509843402
372	0.5507116977
373	0.5504412005
374	0.5501696689
375	0.5499000528
376	0.5496324287
377	0.5493604758
378	0.5490929666
379	0.5488283306
380	0.548559404
381	0.5482903242
382	0.5480233897
383	0.5477593283
384	0.5474897122
385	0.5472252294
386	0.5469613979
387	0.5466994052
388	0.5464310916
389	0.5461689456
390	0.5459066082
391	0.5456446538
392	0.5453810138
393	0.5451179101
394	0.5448572582
395	0.5445964148
396	0.5443372186
397	0.5440789035
398	0.5438172173
399	0.5435598216
400	0.5432995911
401	0.5430411228
402	0.5427827694
403	0.5425251439
404	0.542267978
405	0.5420108888
406	0.5417554852
407	0.5414996602
408	0.5412435287
409	0.540988738
410	0.5407327598
411	0.5404814169
412	0.5402266262
413	0.5399744022
414	0.5397215269
415	0.5394694945
416	0.5392150485
417	0.5389660042
418	0.5387125926
419	0.5384630885
420	0.5382111709
421	0.5379648465
422	0.537713312
423	0.5374630418
424	0.5372111625
425	0.5369669833
426	0.5367175558
427	0.5364677836
428	0.5362198502
429	0.5359764754
430	0.535730534
431	0.5354803404
432	0.5352365443
433	0.5349919054
434	0.5347466919
435	0.5345015166
436	0.5342571842
437	0.5340138861
438	0.5337679064
439	0.5335257193
440	0.5332815784
441	0.5330416897
442	0.5327990429
443	0.5325579284
444	0.5323180015
445	0.5320791088
446	0.531838071
447	0.5315974162
448	0.5313603241
449	0.5311205887
450	0.5308810448
451	0.5306412328
452	0.5304042173
453	0.5301702282
454	0.5299314505
455	0.5296935923
456	0.5294583773
457	0.5292245797
458	0.5289885603
459	0.5287524642
460	0.5285160233
461	0.5282853671
462	0.5280501904
463	0.527815167
464	0.5275801819
465	0.5273510963
466	0.5271203634
467	0.5268856848
468	0.5266507379
469	0.5264208862
470	0.5261946354
471	0.5259593821
472	0.5257280363
473	0.5254994104
474	0.5252711676
475	0.5250395153
476	0.5248078631
477	0.5245821869
478	0.52435268
479	0.5241245521
480	0.5238956197
481	0.5236698287
482	0.5234433481
483	0.5232162545
484	0.5229906167
485	0.5227671241
486	0.5225412182
487	0.5223146609
488	0.5220896361
489	0.5218661435
490	0.5216422679
491	0.5214186604
492	0.5211944017
493	0.5209717137
494	0.5207505963
495	0.5205267973
496	0.5203052202
497	0.5200814595
498	0.5198627555
499	0.5196404505
500	0.5194222446
501	0.5191992118
502	0.518981772
503	0.518763068
504	0.5185426785
505	0.5183238596
506	0.5181033168
507	0.5178885587
508	0.5176701229
509	0.517451802
510	0.5172334428
511	0.5170171523
512	0.5168009767
513	0.5165825792
514	0.5163665186
515	0.5161499599
516	0.5159374619
517	0.5157200222
518	0.515505762
519	0.5152925362
520	0.5150786208
521	0.5148659696
522	0.5146514796
523	0.5144384836
524	0.5142288588
525	0.5140161693
526	0.5138034032
527	0.5135925525
528	0.5133792117
529	0.5131706213
530	0.5129608432
531	0.5127499159
532	0.5125397931
533	0.5123304364
534	0.5121245276
535	0.5119153624
536	0.5117075381
537	0.5114991009
538	0.5112933069
539	0.5110864787
540	0.5108809912
541	0.5106723624
542	0.5104662237
543	0.5102590123
544	0.510051188
545	0.5098490334
546	0.5096414772
547	0.5094379818
548	0.5092296595
549	0.5090279645
550	0.5088270358
551	0.5086227742
552	0.5084195852
553	0.5082132932
554	0.5080119048
555	0.5078123551
556	0.5076088214
557	0.5074073563
558	0.5072048952
559	0.5070074526
560	0.5068085925
561	0.5066083533
562	0.5064066583
563	0.506206649
564	0.506012271
565	0.5058121467
566	0.5056131717
567	0.5054111703
568	0.5052152217
569	0.5050188134
570	0.5048226349
571	0.5046232385
572	0.5044246849
573	0.5042289661
574	0.5040339752
575	0.5038389842
576	0.5036411968
577	0.5034467422
578	0.5032509085
579	0.5030575265
580	0.5028627655
581	0.5026669701
582	0.5024752354
583	0.502280436
584	0.5020883182
585	0.501897503
586	0.5017030867
587	0.501511352
588	0.5013157481
589	0.5011259672
590	0.5009345007
591	0.5007456774
592	0.5005558199
593	0.5003647364
594	0.5001732699
595	0.499982876
596	0.4997939762
597	0.4996072216
598	0.4994180919
599	0.4992299583
600	0.4990395261
601	0.498850473
602	0.4986676642
603	0.4984791858
604	0.4982939636
605	0.4981042592
606	0.497917045
607	0.4977312864
608	0.4975454896
609	0.4973608037
610	0.4971709844
611	0.4969887886
612	0.4968043709
613	0.4966198765
614	0.4964374125
615	0.4962513092
616	0.4960695348
617	0.4958845424
618	0.4957023849
619	0.4955187333
620	0.4953354648
621	0.4951534605
622	0.4949709582
623	0.4947918271
624	0.4946113934
625	0.4944282782
626	0.4942477679
627	0.4940666064
628	0.4938887778
629	0.4937063138
630	0.4935263016
631	0.4933455614
632	0.4931686905
633	0.4929905937
634	0.4928129183
635	0.4926349364
636	0.4924550391
637	0.4922797388
638	0.4921019101
639	0.4919275293
640	0.4917484364
641	0.491569267
642	0.4913957289
643	0.4912195475
644	0.4910437109
645	0.490865729
646	0.4906908501
647	0.4905181165
648	0.490343161
649	0.4901686652
650	0.4899935182
651	0.4898175283
652	0.4896460972
653	0.4894724442
654	0.4893010514
655	0.489128471
656	0.4889579593
657	0.488782276
658	0.488613718
659	0.4884435128
660	0.4882702429
661	0.4880986968
662	0.48792581
663	0.4877538809
664	0.4875863572
665	0.4874176843
666	0.4872454871
667	0.487077542
668	0.4869083711
669	0.4867381276
670	0.4865680756
671	0.4864028505
672	0.4862312278
673	0.486064432
674	0.4858948781
675	0.4857265116
676	0.4855611333
677	0.4853952186
678	0.4852264691
679	0.4850625082
680	0.4848924945
681	0.4847249709
682	0.4845596308
683	0.4843959381
684	0.4842292189
685	0.484065756
686	0.4838979259
687	0.4837331605
688	0.483571115
689	0.4834066177
690	0.4832413543
691	0.4830792705
692	0.482915731
693	0.4827526895
694	0.482593632
695	0.4824286368
696	0.4822647908
697	0.4821050055
698	0.4819394356
699	0.4817791906
700	0.481619865
701	0.4814566703
702	0.4812959273
703	0.4811347245
704	0.4809719129
705	0.4808146177
706	0.4806536448
707	0.480493668
708	0.4803352235
709	0.4801721053
710	0.480013431
711	0.4798560975
712	0.4796982659
713	0.4795375612
714	0.4793784655
715	0.4792223195
716	0.4790656755
717	0.4789060435
718	0.4787493995
719	0.4785932152
720	0.4784343494
721	0.4782796208
722	0.478122632
723	0.4779654901
724	0.4778103784
725	0.4776538877
726	0.4774973586
727	0.4773454266
728	0.4771898936
729	0.4770325217
730	0.4768783678
731	0.4767226432
732	0.4765694087
733	0.4764160976
734	0.4762644337
735	0.4761113141
736	0.4759596886
737	0.4758063775
738	0.4756536027
739	0.4755009045
740	0.4753518839
741	0.4751965807
742	0.4750467557
743	0.4748970456
744	0.4747467225
745	0.4745930283
746	0.4744410963
747	0.4742880533
748	0.4741404885
749	0.4739885948
750	0.4738386548
751	0.473688983
752	0.4735410734
753	0.4733888349
754	0.4732403506
755	0.4730915599
756	0.4729428458
757	0.4727938636
758	0.4726470266
759	0.4724995001
760	0.4723540039
761	0.4722072819
762	0.4720588742
763	0.471910888
764	0.4717606416
765	0.4716151837
766	0.4714702622
767	0.4713265665
768	0.4711795763
769	0.4710344249
770	0.4708860939
771	0.4707403296
772	0.4705990473
773	0.470454279
774	0.470312269
775	0.4701666962
776	0.4700176756
777	0.4698765466
778	0.4697340768
779	0.4695889254
780	0.4694456895
781	0.4693050202
782	0.4691612096
783	0.4690155985
784	0.4688756188
785	0.4687318465
786	0.4685844349
787	0.4684443786
788	0.4683032879
789	0.4681638445
790	0.4680206468
791	0.4678784452
792	0.4677372396
793	0.4675967618
794	0.4674558627
795	0.4673170322
796	0.467175865
797	0.4670365365
798	0.4668975145
799	0.4667555044
800	0.4666162142
801	0.4664817126
802	0.4663414264
803	0.4662023661
804	0.4660631908
805	0.4659249733
806	0.4657890926
807	0.4656525224
808	0.4655149178
809	0.4653742868
810	0.4652371802
811	0.4651001886
812	0.4649631969
813	0.4648264734
814	0.4646923166
815	0.4645544438
816	0.4644168392
817	0.4642814182
818	0.4641466868
819	0.4640149817
820	0.4638798672
821	0.4637462084
822	0.4636085655
823	0.4634722634
824	0.4633386429
825	0.4632042179
826	0.4630700994
827	0.4629382028
828	0.4628060381
829	0.4626711151
830	0.4625390652
831	0.4624062109
832	0.4622747357
833	0.4621417664
834	0.46201213
835	0.4618790459
836	0.461746
837	0.4616116133
838	0.4614814789
839	0.4613524172
840	0.4612206738
841	0.4610895817
842	0.4609578383
843	0.4608242561
844	0.4606933172
845	0.4605632977
846	0.4604379902
847	0.4603080473
848	0.4601792537
849	0.4600498855
850	0.459919866
851	0.4597857092
852	0.4596569539
853	0.4595305737
854	0.4594032359
855	0.4592754
856	0.4591490581
857	0.4590217202
858	0.458893961
859	0.4587655887
860	0.4586362205
861	0.4585106831
862	0.4583835368
863	0.4582617537
864	0.4581338412
865	0.4580079973
866	0.4578835709
867	0.4577554668
868	0.4576292782
869	0.4575026299
870	0.4573767094
871	0.457251785
872	0.4571272436
873	0.4570037366
874	0.4568798465
875	0.4567541176
876	0.4566307638
877	0.4565065672
878	0.4563835582
879	0.4562610473
880	0.4561405666
881	0.4560136884
882	0.4558921352
883	0.4557680535
884	0.4556449679
885	0.4555207713
886	0.4553999076
887	0.4552790056
888	0.455160019
889	0.4550340602
890	0.4549135029
891	0.4547900342
892	0.4546690939
893	0.4545478854
894	0.4544274431
895	0.4543082266
896	0.4541890102
897	0.4540663843
898	0.4539462867
899	0.4538259593
900	0.4537052105
901	0.4535851513
902	0.4534660497
903	0.453348787
904	0.45323049
905	0.4531092049
906	0.4529902183
907	0.4528733003
908	0.4527534326
909	0.4526342545
910	0.4525169535
911	0.452399844
912	0.4522819684
913	0.4521656251
914	0.4520512355
915	0.451934126
916	0.4518170165
917	0.451698413
918	0.4515791583
919	0.4514626234
920	0.4513443264
921	0.4512308945
922	0.4511148194
923	0.4509994338
924	0.4508847378
925	0.4507654447
926	0.450648182
927	0.4505352482
928	0.4504184835
929	0.450303979
930	0.4501878272
931	0.4500716371
932	0.4499563282
933	0.4498430879
934	0.449725557
935	0.449610861
936	0.4494969311
937	0.4493854147
938	0.4492719062
939	0.4491618838
940	0.4490449276
941	0.4489299634
942	0.4488181405
943	0.4487067007
944	0.4485937286
945	0.4484806798
946	0.4483715002
947	0.4482571107
948	0.4481450579
949	0.4480316261
950	0.4479188455
951	0.4478031151
952	0.4476922882
953	0.4475822276
954	0.4474712092
955	0.4473593863
956	0.447249134
957	0.4471359703
958	0.447024339
959	0.4469132823
960	0.4468068609
961	0.4466956127
962	0.4465863565
963	0.4464784411
964	0.4463707555
965	0.4462600819
966	0.4461505958
967	0.4460383898
968	0.4459308958
969	0.4458229804
970	0.4457172103
971	0.4456118999
972	0.445505785
973	0.4453964905
974	0.4452878089
975	0.4451795487
976	0.4450687602
977	0.4449586995
978	0.4448512055
979	0.4447476572
980	0.4446394737
981	0.4445348145
982	0.4444251752
983	0.4443178344
984	0.4442108001
985	0.4441057196
986	0.4439963484
987	0.443893145
988	0.4437872982
989	0.4436827157
990	0.4435756431
991	0.443472363
992	0.4433672441
993	0.4432628148
994	0.4431555123
995	0.4430485163
996	0.4429451597
997	0.4428414582
998	0.4427370289
999	0.442635013
1000	0.4425302772
1001	0.4424248519
1002	0.4423219166
1003	0.4422183684
1004	0.442118651
1005	0.4420148729
1006	0.4419125506
1007	0.4418099601
1008	0.4417080591
1009	0.4416073458
1010	0.4415036826
1011	0.4414000578
1012	0.441297314
1013	0.4411964474
1014	0.4410987604
1015	0.4409951739
1016	0.4408926983
1017	0.4407891884
1018	0.440686981
1019	0.4405863442
1020	0.4404883124
1021	0.4403859518
1022	0.4402872304
1023	0.4401839887
1024	0.4400809768
1025	0.4399866226
1026	0.4398842237
1027	0.4397841232
1028	0.4396824521
1029	0.4395847268
1030	0.4394850095
1031	0.4393847175
1032	0.4392845404
1033	0.4391834439
1034	0.4390823092
1035	0.4389850435
1036	0.4388899998
1037	0.4387881755
1038	0.4386897989
1039	0.4385905796
1040	0.4384914369
1041	0.43839352
1042	0.4382949519
1043	0.4381958092
1044	0.4380959386
1045	0.437997064
1046	0.4378956611
1047	0.4378002726
1048	0.4377031219
1049	0.4376057414
1050	0.4375080927
1051	0.4374097161
1052	0.4373117227
1053	0.4372169471
1054	0.4371196815
1055	0.4370210751
1056	0.436928215
1057	0.4368312175
1058	0.4367377828
1059	0.436640249
1060	0.4365444008
1061	0.4364461775
1062	0.4363519766
1063	0.4362585419
1064	0.4361620041
1065	0.4360641639
1066	0.435970959
1067	0.4358756088
1068	0.435782787
1069	0.4356864025
1070	0.4355910523
1071	0.4354950126
1072	0.4354019226
1073	0.4353086794
1074	0.4352137123
1075	0.4351201627
1076	0.4350248891
1077	0.4349319907
1078	0.4348398201
1079	0.4347450446
1080	0.4346516865
1081	0.4345581368
1082	0.4344636677
1083	0.4343670917
1084	0.4342752276
1085	0.4341822525
1086	0.4340894307
1087	0.4339971069
1088	0.433905511
1089	0.4338147962
1090	0.4337225873
1091	0.4336267391
1092	0.4335347601
1093	0.4334425512
1094	0.4333508787
1095	0.4332576738
1096	0.4331689893
1097	0.4330761292
1098	0.432985491
1099	0.4328956573
1100	0.4328041379
1101	0.4327125803
1102	0.4326222869
1103	0.4325334109
1104	0.4324401294
1105	0.4323493379
1106	0.4322616878
1107	0.4321731948
1108	0.4320820969
1109	0.4319937572
1110	0.4319020847
1111	0.4318120594
1112	0.4317228003
1113	0.4316336944
1114	0.4315433244
1115	0.431453529
1116	0.4313621246
1117	0.431274168
1118	0.4311869392
1119	0.4310964159
1120	0.4310098384
1121	0.4309223032
1122	0.4308332356
1123	0.4307457004
1124	0.4306595443
1125	0.4305713962
1126	0.4304836311
1127	0.4303965939
1128	0.4303098249
1129	0.430219225
1130	0.4301319962
1131	0.430043465
1132	0.4299573472
1133	0.4298704249
1134	0.4297854947
1135	0.4296993386
1136	0.4296110372
1137	0.4295245746
1138	0.42943861
1139	0.4293528753
1140	0.4292661829
1141	0.4291776517
1142	0.4290914956
1143	0.4290078678
1144	0.4289230142
1145	0.4288384288
1146	0.4287534219
1147	0.4286680703
1148	0.4285839062
1149	0.4284984397
1150	0.428413203
1151	0.4283283494
1152	0.4282409291
1153	0.4281550028
1154	0.428068387
1155	0.4279839165
1156	0.4279023574
1157	0.4278155501
1158	0.4277323437
1159	0.4276513976
1160	0.4275670803
1161	0.4274813839
1162	0.4273976796
1163	0.427314818
1164	0.4272292365
1165	0.4271453406
1166	0.427060985
1167	0.4269749822
1168	0.4268933848
1169	0.4268120173
1170	0.4267288492
1171	0.4266457195
1172	0.4265619385
1173	0.4264794218
1174	0.4264004677
1175	0.4263154991
1176	0.4262353192
1177	0.4261528024
1178	0.4260681403
1179	0.4259879604
1180	0.4259080869
1181	0.4258267193
1182	0.4257468076
1183	0.425662835
1184	0.4255853367
1185	0.4255010577
1186	0.4254217971
1187	0.4253436859
1188	0.4252645019
1189	0.4251822533
1190	0.4251005793
1191	0.425020361
1192	0.4249408706
1193	0.4248593499
1194	0.4247792848
1195	0.4246997561
1196	0.4246191931
1197	0.4245403156
1198	0.4244633153
1199	0.4243826756
1200	0.4243012315
1201	0.4242204386
1202	0.4241418676
1203	0.42406322
1204	0.4239854918
1205	0.4239050436
1206	0.4238264726
1207	0.4237470205
1208	0.4236691391
1209	0.4235899935
1210	0.423512725
1211	0.4234368739
1212	0.4233579964
1213	0.4232783145
1214	0.4232003181
1215	0.4231222834
1216	0.4230470453
1217	0.4229727266
1218	0.4228940406
1219	0.4228182279
1220	0.4227430663
1221	0.4226677899
1222	0.422589104
1223	0.4225129847
1224	0.42243495
1225	0.4223592522
1226	0.4222838225
1227	0.4222068605
1228	0.4221327716
1229	0.4220567673
1230	0.421978158
1231	0.421903073
1232	0.4218289075
1233	0.4217558913
1234	0.4216796571
1235	0.4216051851
1236	0.4215319774
1237	0.4214549387
1238	0.4213818458
1239	0.4213067609
1240	0.4212337064
1241	0.4211591195
1242	0.4210835366
1243	0.4210097541
1244	0.4209368145
1245	0.4208636067
1246	0.4207892114
1247	0.42071382
1248	0.4206386585
1249	0.4205672129
1250	0.4204914767
1251	0.420417158
1252	0.4203447547
1253	0.4202686737
1254	0.4201986456
1255	0.4201253995
1256	0.4200531877
1257	0.4199791754
1258	0.4199061209
1259	0.4198348285
1260	0.4197626551
1261	0.4196932398
1262	0.4196188828
1263	0.4195467093
1264	0.4194748423
1265	0.419401941
1266	0.4193299591
1267	0.4192580538
1268	0.4191879873
1269	0.4191153159
1270	0.4190415334
1271	0.4189686321
1272	0.4188978378
1273	0.4188287673
1274	0.4187568237
1275	0.4186851866
1276	0.4186155798
1277	0.4185428317
1278	0.4184734165
1279	0.4184014729
1280	0.4183351607
1281	0.4182647877
1282	0.4181948362
1283	0.4181245398
1284	0.4180542052
1285	0.4179839472
1286	0.4179171752
1287	0.417847262
1288	0.4177753184
1289	0.4177031449
1290	0.4176338063
1291	0.4175636632
1292	0.4174950907
1293	0.417424986
1294	0.4173570265
1295	0.4172904844
1296	0.4172204562
1297	0.4171500449
1298	0.4170811277
1299	0.4170115976
1300	0.4169427186
1301	0.4168735333
1302	0.4168055354
1303	0.4167378824
1304	0.4166697314
1305	0.4166011972
1306	0.4165321268
1307	0.4164626732
1308	0.416394867
1309	0.4163268691
1310	0.4162564196
1311	0.4161863914
1312	0.416120807
1313	0.416052043
1314	0.4159867651
1315	0.415920338
1316	0.4158518421
1317	0.4157837294
1318	0.4157190644
1319	0.415652599
1320	0.4155876275
1321	0.4155216984
1322	0.4154556543
1323	0.4153858943
1324	0.4153209612
1325	0.4152532698
1326	0.4151878004
1327	0.415120722
1328	0.4150553675
1329	0.4149903577
1330	0.4149244669
1331	0.4148593805
1332	0.4147932981
1333	0.4147275988
1334	0.4146639299
1335	0.4145971197
1336	0.4145315736
1337	0.41446733
1338	0.4144024352
1339	0.4143375021
1340	0.4142698107
1341	0.4142077891
1342	0.4141436604
1343	0.4140798766
1344	0.4140137559
1345	0.4139487844
1346	0.4138844642
1347	0.4138227874
1348	0.4137594249
1349	0.4136947216
1350	0.4136329681
1351	0.413569529
1352	0.4135056302
1353	0.4134433787
1354	0.4133792117
1355	0.413315696
1356	0.4132502649
1357	0.4131884348
1358	0.4131262216
1359	0.4130627825
1360	0.4129997648
1361	0.4129356361
1362	0.4128752617
1363	0.4128125122
1364	0.4127491497
1365	0.4126871664
1366	0.4126260641
1367	0.4125638892
1368	0.4125030934
1369	0.4124392329
1370	0.4123781307
1371	0.4123162622
1372	0.4122538575
1373	0.4121918741
1374	0.412130044
1375	0.4120692482
1376	0.4120071882
1377	0.4119450899
1378	0.4118830683
1379	0.4118217362
1380	0.4117610553
1381	0.411700068
1382	0.4116397702
1383	0.4115823072
1384	0.4115213582
1385	0.4114597196
1386	0.4113992303
1387	0.4113394688
1388	0.4112781367
1389	0.4112154638
1390	0.4111564302
1391	0.4110953663
1392	0.4110355282
1393	0.4109730468
1394	0.4109142814
1395	0.4108546732
1396	0.4107959843
1397	0.4107363378
1398	0.4106761166
1399	0.4106165467
1400	0.4105572833
1401	0.4104980581
1402	0.4104391395
1403	0.4103800676
1404	0.4103216086
1405	0.4102638775
1406	0.4102028902
1407	0.4101420177
1408	0.4100834822
1409	0.4100249083
1410	0.4099662961
1411	0.4099072242
1412	0.4098516
1413	0.409791647
1414	0.4097346438
1415	0.4096763764
1416	0.4096182622
1417	0.4095617186
1418	0.4095023786
1419	0.4094446858
1420	0.4093876059
1421	0.4093298365
1422	0.4092721054
1423	0.4092152937
1424	0.409157984
1425	0.4091020151
1426	0.4090446288
1427	0.408986438
1428	0.4089311203
1429	0.4088745768
1430	0.4088196422
1431	0.4087619494
1432	0.4087040651
1433	0.4086477514
1434	0.4085918974
1435	0.4085348942
1436	0.4084776994
1437	0.4084230713
1438	0.4083673322
1439	0.4083111718
1440	0.4082550113
1441	0.4081975484
1442	0.4081413496
1443	0.4080857638
1444	0.4080287989
1445	0.4079752434
1446	0.4079182785
1447	0.4078631524
1448	0.4078075666
1449	0.4077530151
1450	0.4076973143
1451	0.4076423798
1452	0.4075873686
1453	0.4075338897
1454	0.4074803343
1455	0.4074255146
1456	0.4073695074
1457	0.407313845
1458	0.407260596
1459	0.4072077684
1460	0.4071533701
1461	0.4070980142
1462	0.407043003
1463	0.406987149
1464	0.4069332487
1465	0.4068804978
1466	0.4068245289
1467	0.4067701306
1468	0.4067168816
1469	0.4066655481
1470	0.4066125672
1471	0.4065613486
1472	0.4065084061
1473	0.4064535481
1474	0.406400414
1475	0.4063468586
1476	0.4062923071
1477	0.4062380621
1478	0.4061862305
1479	0.4061318706
1480	0.4060785449
1481	0.406025794
1482	0.4059713957
1483	0.4059163462
1484	0.4058661236
1485	0.4058141771
1486	0.4057624605
1487	0.4057113184
1488	0.4056604446
1489	0.4056097623
1490	0.4055584287
1491	0.4055069419
1492	0.4054560297
1493	0.4054030872
1494	0.4053509875
1495	0.4052999604
1496	0.4052478607
1497	0.4051965271
1498	0.4051448104
1499	0.4050919828
1500	0.4050427563
1501	0.4049913844
1502	0.4049395528
1503	0.4048865337
1504	0.4048347404
1505	0.4047829855
1506	0.4047318051
1507	0.404679782
1508	0.4046299042
1509	0.4045804094
1510	0.4045302634
1511	0.4044809602
1512	0.4044303928
